transaction_date,account,description,debit,credit,category,transaction_type,customer_vendor,payment_method,reference
10-Feb-23,Accounts Payable,Transaction 267,270.33,270.33,Liability,Purchase,Customer 99,Bank Transfer,69457
22-Oct-23,Inventory,Transaction 268,460.57,460.57,Liability,Sale,Customer 75,Check,33176
11-Sep-23,Cash,Transaction 269,577.06,577.06,Expense,Expense,Customer 35,Bank Transfer,69346
18-Sep-23,Accounts Receivable,Transaction 270,789.77,789.77,Expense,Expense,Customer 21,Bank Transfer,43137
08-Nov-23,Accounts Payable,Transaction 271,397.32,397.32,Expense,Sale,Customer 46,Cash,86280
11-Jun-23,Accounts Receivable,Transaction 272,734.66,734.66,Expense,Transfer,Customer 62,Cash,69344
06-Feb-23,Inventory,Transaction 273,380.22,380.22,Asset,Purchase,Customer 92,Check,17509
23-Nov-23,Inventory,Transaction 274,436.2,436.2,Asset,Expense,Customer 98,Bank Transfer,95524
19-Dec-23,Accounts Payable,Transaction 275,906.47,906.47,Asset,Transfer,Customer 62,Cash,64023
23-Feb-23,Cash,Transaction 276,210.99,210.99,Liability,Sale,Customer 26,Bank Transfer,37556
04-Sep-23,Cash,Transaction 277,755.44,755.44,Revenue,Sale,Customer 57,Credit Card,27969
05-Jul-23,Inventory,Transaction 278,321.17,321.17,Expense,Expense,Customer 2,Check,90380
10-Apr-23,Inventory,Transaction 279,755.78,755.78,Liability,Sale,Customer 67,Credit Card,92084
07-Dec-23,Cash,Transaction 280,697.03,697.03,Expense,Purchase,Customer 5,Bank Transfer,78388
10-Nov-23,Accounts Receivable,Transaction 281,688.98,688.98,Revenue,Sale,Customer 15,Check,50977
17-Jul-23,Cash,Transaction 282,590.91,590.91,Revenue,Expense,Customer 86,Cash,83937
16-Dec-23,Cash,Transaction 283,557.25,557.25,Asset,Transfer,Customer 60,Credit Card,48527
21-Sep-23,Accounts Receivable,Transaction 284,407.07,407.07,Asset,Transfer,Customer 92,Bank Transfer,14894
17-Sep-23,Accounts Receivable,Transaction 285,518.65,518.65,Expense,Purchase,Customer 22,Bank Transfer,10016
28-Jul-23,Accounts Receivable,Transaction 286,789.48,789.48,Asset,Sale,Customer 76,Check,39533
15-Jun-23,Cash,Transaction 287,676.33,676.33,Expense,Expense,Customer 69,Credit Card,53570
17-Jan-23,Cash,Transaction 288,132.19,132.19,Liability,Sale,Customer 26,Credit Card,18781
01-Oct-23,Inventory,Transaction 289,379.74,379.74,Revenue,Transfer,Customer 74,Cash,23698
20-Jul-23,Inventory,Transaction 290,400.88,400.88,Liability,Transfer,Customer 96,Bank Transfer,52508
02-Sep-23,Inventory,Transaction 291,602.87,602.87,Revenue,Transfer,Customer 63,Credit Card,77855
09-Sep-23,Inventory,Transaction 292,219.09,219.09,Liability,Purchase,Customer 25,Credit Card,53987
23-Nov-23,Accounts Payable,Transaction 293,466.89,466.89,Liability,Transfer,Customer 96,Bank Transfer,27671
23-Dec-23,Inventory,Transaction 294,934.13,934.13,Liability,Expense,Customer 61,Bank Transfer,11568
28-Oct-23,Accounts Payable,Transaction 295,263.49,263.49,Expense,Sale,Customer 73,Credit Card,36384
25-Feb-23,Accounts Payable,Transaction 296,493.51,493.51,Revenue,Purchase,Customer 34,Cash,38948
09-Jan-23,Cash,Transaction 297,717.94,717.94,Asset,Expense,Customer 72,Credit Card,37669
09-Jul-23,Accounts Receivable,Transaction 298,610.9,610.9,Liability,Transfer,Customer 60,Cash,78433
20-Jan-23,Cash,Transaction 299,527.82,527.82,Revenue,Purchase,Customer 70,Check,36990
15-Jan-23,Cash,Transaction 300,545.64,545.64,Liability,Purchase,Customer 17,Check,83927
02-Sep-23,Accounts Payable,Transaction 301,496.79,496.79,Expense,Transfer,Customer 8,Check,10578
12-Aug-23,Cash,Transaction 302,689.8,689.8,Asset,Expense,Customer 16,Cash,84733
19-Aug-23,Inventory,Transaction 303,306.84,306.84,Asset,Purchase,Customer 92,Check,49251
21-Jan-23,Cash,Transaction 304,593.37,593.37,Liability,Transfer,Customer 18,Cash,52865
15-Dec-23,Inventory,Transaction 305,979.03,979.03,Asset,Purchase,Customer 11,Bank Transfer,85045
14-Feb-23,Cash,Transaction 306,497.81,497.81,Liability,Purchase,Customer 50,Bank Transfer,84669
09-May-23,Inventory,Transaction 307,332.35,332.35,Expense,Sale,Customer 63,Cash,83916
16-Mar-23,Cash,Transaction 308,909.31,909.31,Expense,Expense,Customer 2,Bank Transfer,73142
07-Jan-23,Accounts Receivable,Transaction 309,336.58,336.58,Expense,Purchase,Customer 34,Check,32278
25-Mar-23,Accounts Payable,Transaction 310,359.4,359.4,Liability,Purchase,Customer 16,Check,17119
06-Dec-23,Inventory,Transaction 311,364.45,364.45,Expense,Purchase,Customer 33,Bank Transfer,77425
20-Dec-23,Inventory,Transaction 312,895.25,895.25,Liability,Expense,Customer 72,Bank Transfer,70937
01-Dec-23,Inventory,Transaction 313,318.41,318.41,Revenue,Purchase,Customer 3,Cash,43309
20-Mar-23,Cash,Transaction 314,156.11,156.11,Expense,Transfer,Customer 35,Check,14035
22-Mar-23,Accounts Payable,Transaction 315,436.33,436.33,Asset,Transfer,Customer 18,Credit Card,81166
05-May-23,Accounts Receivable,Transaction 316,886.55,886.55,Liability,Expense,Customer 91,Bank Transfer,67412
28-Jun-23,Accounts Payable,Transaction 317,212.12,212.12,Liability,Sale,Customer 100,Credit Card,72392
23-Jan-23,Cash,Transaction 318,706.31,706.31,Revenue,Purchase,Customer 82,Cash,35690
01-Jan-23,Cash,Transaction 319,245.46,245.46,Expense,Purchase,Customer 25,Bank Transfer,44137
22-Sep-23,Cash,Transaction 320,260.07,260.07,Expense,Sale,Customer 78,Check,60272
23-Feb-23,Accounts Receivable,Transaction 321,610.09,610.09,Asset,Expense,Customer 85,Cash,61209
27-Aug-23,Inventory,Transaction 322,332.24,332.24,Expense,Purchase,Customer 5,Bank Transfer,44722
06-Mar-23,Accounts Receivable,Transaction 323,601.85,601.85,Revenue,Transfer,Customer 2,Bank Transfer,57706
19-Sep-23,Accounts Payable,Transaction 324,396.77,396.77,Revenue,Purchase,Customer 14,Bank Transfer,87718
19-Oct-23,Cash,Transaction 325,933.94,933.94,Liability,Transfer,Customer 31,Bank Transfer,32529
13-Feb-23,Inventory,Transaction 326,676.59,676.59,Liability,Purchase,Customer 8,Check,94340
03-Oct-23,Accounts Payable,Transaction 327,207.19,207.19,Asset,Purchase,Customer 81,Check,84615
21-Jun-23,Cash,Transaction 328,752.24,752.24,Asset,Sale,Customer 25,Bank Transfer,11319
24-Mar-23,Inventory,Transaction 329,991.62,991.62,Liability,Purchase,Customer 92,Bank Transfer,34118
25-Sep-23,Cash,Transaction 330,157.77,157.77,Expense,Purchase,Customer 45,Cash,79798
20-Feb-23,Accounts Payable,Transaction 331,257.62,257.62,Asset,Expense,Customer 54,Credit Card,51337
19-Mar-23,Inventory,Transaction 332,410.85,410.85,Liability,Sale,Customer 39,Check,36522
24-Aug-23,Accounts Receivable,Transaction 333,683.99,683.99,Revenue,Sale,Customer 60,Cash,25272
23-Jul-23,Accounts Receivable,Transaction 334,428.61,428.61,Revenue,Expense,Customer 84,Cash,68836
07-Feb-23,Inventory,Transaction 335,790.12,790.12,Liability,Expense,Customer 25,Check,89304
13-Apr-23,Cash,Transaction 336,443.57,443.57,Expense,Transfer,Customer 27,Credit Card,68092
22-May-23,Inventory,Transaction 337,635.23,635.23,Revenue,Transfer,Customer 87,Credit Card,51732
06-Mar-23,Inventory,Transaction 338,954.05,954.05,Asset,Expense,Customer 56,Bank Transfer,26058
27-Sep-23,Accounts Receivable,Transaction 339,698.5,698.5,Expense,Purchase,Customer 86,Check,68845
14-Dec-23,Cash,Transaction 340,356.31,356.31,Asset,Transfer,Customer 49,Bank Transfer,50239
03-Mar-23,Inventory,Transaction 341,343.26,343.26,Expense,Purchase,Customer 83,Credit Card,88874
16-Mar-23,Accounts Payable,Transaction 342,511.08,511.08,Revenue,Transfer,Customer 45,Check,41382
27-Feb-23,Cash,Transaction 343,553.2,553.2,Revenue,Transfer,Customer 50,Credit Card,57537
11-Jul-23,Accounts Payable,Transaction 344,275.06,275.06,Expense,Transfer,Customer 99,Bank Transfer,92423
20-Jun-23,Cash,Transaction 345,888.77,888.77,Revenue,Purchase,Customer 24,Credit Card,23984
23-Feb-23,Cash,Transaction 346,938.53,938.53,Liability,Transfer,Customer 5,Bank Transfer,30301
04-Dec-23,Accounts Receivable,Transaction 347,512.63,512.63,Revenue,Transfer,Customer 29,Bank Transfer,86979
14-Aug-23,Cash,Transaction 348,705.24,705.24,Asset,Expense,Customer 43,Credit Card,51049
21-Apr-23,Accounts Payable,Transaction 349,832.51,832.51,Revenue,Purchase,Customer 61,Bank Transfer,97587
02-Mar-23,Inventory,Transaction 350,378.96,378.96,Liability,Transfer,Customer 36,Check,69448
26-Jan-23,Inventory,Transaction 351,883.16,883.16,Liability,Expense,Customer 62,Credit Card,70405
24-Jul-23,Cash,Transaction 352,396.57,396.57,Liability,Purchase,Customer 92,Cash,16651
19-May-23,Accounts Receivable,Transaction 353,615.37,615.37,Revenue,Expense,Customer 89,Bank Transfer,45828
24-Aug-23,Accounts Payable,Transaction 354,450.52,450.52,Liability,Sale,Customer 17,Check,14739
04-Nov-23,Cash,Transaction 355,875.51,875.51,Liability,Transfer,Customer 56,Cash,71845
09-Oct-23,Accounts Receivable,Transaction 356,870.55,870.55,Asset,Transfer,Customer 37,Bank Transfer,52361
18-May-23,Inventory,Transaction 357,871.1,871.1,Asset,Purchase,Customer 49,Credit Card,77577
18-Nov-23,Cash,Transaction 358,390.7,390.7,Liability,Sale,Customer 76,Cash,83121
18-Apr-23,Accounts Payable,Transaction 359,142.27,142.27,Revenue,Purchase,Customer 17,Check,43487
18-Feb-23,Accounts Payable,Transaction 360,333.4,333.4,Expense,Purchase,Customer 43,Bank Transfer,24486
15-Feb-23,Inventory,Transaction 361,533.06,533.06,Expense,Purchase,Customer 29,Check,17988
10-Mar-23,Accounts Receivable,Transaction 362,701.66,701.66,Expense,Transfer,Customer 40,Cash,39118
23-May-23,Accounts Payable,Transaction 363,638.67,638.67,Liability,Transfer,Customer 89,Credit Card,78204
26-Oct-23,Inventory,Transaction 364,816.93,816.93,Revenue,Expense,Customer 9,Cash,15873
14-May-23,Accounts Receivable,Transaction 365,540.9,540.9,Revenue,Sale,Customer 82,Credit Card,86974
24-Aug-23,Cash,Transaction 366,317.45,317.45,Liability,Expense,Customer 12,Cash,98865
12-Sep-23,Cash,Transaction 367,288.25,288.25,Asset,Purchase,Customer 75,Credit Card,86924
14-Feb-23,Cash,Transaction 368,402.33,402.33,Asset,Sale,Customer 22,Bank Transfer,18140
09-Oct-23,Inventory,Transaction 369,717.96,717.96,Revenue,Expense,Customer 14,Bank Transfer,32244
01-Oct-23,Accounts Payable,Transaction 370,898.92,898.92,Liability,Transfer,Customer 28,Cash,81735
19-Nov-23,Cash,Transaction 371,298.41,298.41,Liability,Expense,Customer 1,Credit Card,69833
26-Dec-23,Accounts Payable,Transaction 372,443.5,443.5,Revenue,Expense,Customer 9,Credit Card,68369
11-Nov-23,Inventory,Transaction 373,843.76,843.76,Liability,Sale,Customer 84,Credit Card,92722
16-May-23,Inventory,Transaction 374,548.94,548.94,Liability,Sale,Customer 76,Cash,97040
09-Apr-23,Accounts Receivable,Transaction 375,527.34,527.34,Revenue,Purchase,Customer 83,Bank Transfer,78185
14-Nov-23,Inventory,Transaction 376,860.84,860.84,Asset,Sale,Customer 7,Bank Transfer,69646
20-Sep-23,Accounts Receivable,Transaction 377,877.41,877.41,Expense,Sale,Customer 67,Cash,52730
05-May-23,Inventory,Transaction 378,969.98,969.98,Asset,Transfer,Customer 86,Credit Card,26775
19-Feb-23,Inventory,Transaction 379,134.16,134.16,Revenue,Sale,Customer 68,Check,22165
27-May-23,Accounts Receivable,Transaction 380,980.33,980.33,Revenue,Purchase,Customer 10,Credit Card,93450
24-Nov-23,Inventory,Transaction 381,627.97,627.97,Revenue,Transfer,Customer 90,Check,43202
03-Jul-23,Inventory,Transaction 382,491.66,491.66,Liability,Purchase,Customer 35,Check,54315
02-Dec-23,Accounts Payable,Transaction 383,575.34,575.34,Expense,Sale,Customer 26,Cash,89751
22-Oct-23,Cash,Transaction 384,918.31,918.31,Revenue,Sale,Customer 2,Bank Transfer,48742
11-Dec-23,Cash,Transaction 385,967.17,967.17,Liability,Transfer,Customer 75,Bank Transfer,79959
17-Jul-23,Cash,Transaction 386,595.94,595.94,Expense,Purchase,Customer 89,Check,52153
15-Jun-23,Cash,Transaction 387,890.45,890.45,Revenue,Transfer,Customer 93,Credit Card,71567
15-Jan-23,Accounts Receivable,Transaction 388,130.84,130.84,Revenue,Expense,Customer 82,Check,78078
09-Mar-23,Accounts Receivable,Transaction 389,577.74,577.74,Expense,Transfer,Customer 89,Check,26913
10-Nov-23,Accounts Receivable,Transaction 390,686.02,686.02,Revenue,Transfer,Customer 99,Cash,27099
13-Jan-23,Cash,Transaction 391,144.98,144.98,Revenue,Expense,Customer 84,Check,81386
08-Jul-23,Inventory,Transaction 392,858.89,858.89,Expense,Sale,Customer 14,Bank Transfer,13765
10-May-23,Accounts Payable,Transaction 393,990.36,990.36,Expense,Sale,Customer 48,Cash,27918
27-Oct-23,Accounts Receivable,Transaction 394,528.37,528.37,Liability,Expense,Customer 24,Bank Transfer,30157
12-Nov-23,Accounts Payable,Transaction 395,945.53,945.53,Asset,Purchase,Customer 81,Bank Transfer,56829
03-Mar-23,Accounts Payable,Transaction 396,203.26,203.26,Liability,Purchase,Customer 64,Check,84571
21-Nov-23,Inventory,Transaction 397,671.73,671.73,Revenue,Sale,Customer 47,Credit Card,63225
13-May-23,Cash,Transaction 398,330.52,330.52,Liability,Purchase,Customer 65,Credit Card,39231
07-Feb-23,Accounts Payable,Transaction 399,911.3,911.3,Liability,Sale,Customer 65,Cash,40242
10-Sep-23,Accounts Receivable,Transaction 400,993.18,993.18,Liability,Expense,Customer 17,Check,19677
25-Oct-23,Cash,Transaction 401,557.94,557.94,Asset,Sale,Customer 28,Bank Transfer,43261
24-Mar-23,Cash,Transaction 402,292.18,292.18,Asset,Purchase,Customer 90,Bank Transfer,34196
06-Jan-23,Inventory,Transaction 403,980.73,980.73,Revenue,Transfer,Customer 39,Bank Transfer,17720
19-Apr-23,Cash,Transaction 404,110.31,110.31,Asset,Sale,Customer 50,Bank Transfer,35217
14-May-23,Inventory,Transaction 405,659.91,659.91,Liability,Transfer,Customer 86,Check,19697
11-Mar-23,Inventory,Transaction 406,828.07,828.07,Revenue,Purchase,Customer 70,Bank Transfer,35953
11-Sep-23,Cash,Transaction 407,913.14,913.14,Revenue,Sale,Customer 16,Bank Transfer,60701
24-Jun-23,Inventory,Transaction 408,731.82,731.82,Liability,Sale,Customer 28,Credit Card,91334
10-May-23,Inventory,Transaction 409,630.15,630.15,Expense,Transfer,Customer 44,Bank Transfer,86384
08-Aug-23,Accounts Payable,Transaction 410,254.21,254.21,Revenue,Sale,Customer 54,Cash,11432
07-Dec-23,Cash,Transaction 411,961.42,961.42,Revenue,Transfer,Customer 76,Credit Card,36490
26-Jun-23,Inventory,Transaction 412,553.31,553.31,Expense,Purchase,Customer 70,Cash,23369
08-Jun-23,Cash,Transaction 413,823.46,823.46,Revenue,Transfer,Customer 21,Check,27190
09-Apr-23,Accounts Payable,Transaction 414,389.85,389.85,Liability,Expense,Customer 82,Check,61576
19-Apr-23,Cash,Transaction 415,911.77,911.77,Expense,Purchase,Customer 83,Credit Card,91926
04-Apr-23,Accounts Payable,Transaction 416,963.67,963.67,Asset,Sale,Customer 50,Credit Card,69696
03-Aug-23,Accounts Payable,Transaction 417,839.97,839.97,Liability,Transfer,Customer 47,Bank Transfer,41249
02-Oct-23,Accounts Payable,Transaction 418,917.22,917.22,Liability,Sale,Customer 68,Check,56669
17-Sep-23,Accounts Payable,Transaction 419,802.01,802.01,Asset,Purchase,Customer 81,Check,11588
10-Mar-23,Inventory,Transaction 420,648.38,648.38,Revenue,Sale,Customer 27,Cash,11428
23-Nov-23,Cash,Transaction 421,611.41,611.41,Liability,Sale,Customer 37,Cash,75647
18-Jun-23,Accounts Payable,Transaction 422,494.77,494.77,Asset,Expense,Customer 56,Check,44371
24-May-23,Accounts Payable,Transaction 423,818.63,818.63,Liability,Transfer,Customer 70,Check,39532
04-Sep-23,Accounts Receivable,Transaction 424,529.89,529.89,Revenue,Purchase,Customer 46,Bank Transfer,19580
09-Aug-23,Accounts Receivable,Transaction 425,819.25,819.25,Liability,Expense,Customer 29,Bank Transfer,24212
11-Oct-23,Inventory,Transaction 426,937.67,937.67,Revenue,Purchase,Customer 16,Check,21124
18-Mar-23,Cash,Transaction 427,748.8,748.8,Liability,Transfer,Customer 32,Bank Transfer,79987
28-Dec-23,Inventory,Transaction 428,539.39,539.39,Liability,Transfer,Customer 37,Credit Card,52263
12-Jul-23,Inventory,Transaction 429,960.36,960.36,Revenue,Transfer,Customer 10,Credit Card,44939
01-Jun-23,Accounts Payable,Transaction 430,518.07,518.07,Revenue,Purchase,Customer 87,Bank Transfer,42054
25-Jul-23,Accounts Payable,Transaction 431,653.6,653.6,Asset,Transfer,Customer 80,Cash,31219
28-Sep-23,Inventory,Transaction 432,128.34,128.34,Asset,Transfer,Customer 14,Bank Transfer,26521
16-Aug-23,Inventory,Transaction 433,428.02,428.02,Expense,Transfer,Customer 38,Check,60397
10-Oct-23,Cash,Transaction 434,858.24,858.24,Asset,Sale,Customer 70,Credit Card,61947
10-Sep-23,Inventory,Transaction 435,412.53,412.53,Revenue,Expense,Customer 94,Cash,69128
23-Feb-23,Accounts Receivable,Transaction 436,388.18,388.18,Asset,Expense,Customer 67,Bank Transfer,55271
23-Aug-23,Accounts Receivable,Transaction 437,237.8,237.8,Revenue,Sale,Customer 69,Bank Transfer,34125
13-Jul-23,Accounts Payable,Transaction 438,606.92,606.92,Asset,Sale,Customer 34,Cash,64406
04-Jun-23,Inventory,Transaction 439,700.36,700.36,Liability,Expense,Customer 10,Cash,61307
28-May-23,Inventory,Transaction 440,972.41,972.41,Revenue,Transfer,Customer 33,Cash,71654
15-Jul-23,Accounts Payable,Transaction 441,303.66,303.66,Expense,Sale,Customer 11,Bank Transfer,64400
03-Oct-23,Accounts Receivable,Transaction 442,586.84,586.84,Liability,Purchase,Customer 47,Credit Card,82976
25-Dec-23,Accounts Payable,Transaction 443,365.76,365.76,Revenue,Purchase,Customer 97,Credit Card,10002
05-Jan-23,Cash,Transaction 444,335.93,335.93,Asset,Purchase,Customer 3,Bank Transfer,43360
14-Mar-23,Accounts Receivable,Transaction 445,561.66,561.66,Liability,Expense,Customer 37,Credit Card,40684
06-Oct-23,Accounts Receivable,Transaction 446,577.7,577.7,Revenue,Sale,Customer 72,Cash,76706
11-Mar-23,Cash,Transaction 447,769.38,769.38,Asset,Sale,Customer 22,Bank Transfer,68872
13-Oct-23,Cash,Transaction 448,325.97,325.97,Liability,Expense,Customer 11,Bank Transfer,40620
20-Aug-23,Accounts Payable,Transaction 449,131.32,131.32,Revenue,Transfer,Customer 68,Check,61829
28-Mar-23,Accounts Receivable,Transaction 450,364.12,364.12,Asset,Sale,Customer 48,Cash,95679
01-Oct-23,Accounts Payable,Transaction 451,734.95,734.95,Asset,Transfer,Customer 57,Bank Transfer,63801
04-Feb-23,Cash,Transaction 452,549.51,549.51,Liability,Expense,Customer 45,Credit Card,68480
26-Apr-23,Cash,Transaction 453,955.52,955.52,Revenue,Sale,Customer 68,Cash,90370
26-Aug-23,Accounts Payable,Transaction 454,430.32,430.32,Revenue,Sale,Customer 92,Credit Card,64623
16-Dec-23,Accounts Payable,Transaction 455,893.56,893.56,Liability,Transfer,Customer 38,Cash,27329
05-Aug-23,Cash,Transaction 456,392.26,392.26,Asset,Purchase,Customer 74,Cash,21936
08-Jun-23,Accounts Receivable,Transaction 457,753.21,753.21,Revenue,Sale,Customer 9,Check,19625
26-Jul-23,Cash,Transaction 458,920.74,920.74,Liability,Transfer,Customer 85,Credit Card,97731
16-Sep-23,Inventory,Transaction 459,948.59,948.59,Expense,Transfer,Customer 5,Cash,10658
12-Jul-23,Cash,Transaction 460,641.85,641.85,Liability,Purchase,Customer 49,Bank Transfer,98834
19-Nov-23,Accounts Receivable,Transaction 461,764.21,764.21,Expense,Sale,Customer 1,Bank Transfer,24105
19-Mar-23,Accounts Receivable,Transaction 462,634.49,634.49,Liability,Expense,Customer 11,Check,94603
08-Dec-23,Cash,Transaction 463,962.51,962.51,Expense,Expense,Customer 48,Credit Card,59824
14-Oct-23,Accounts Payable,Transaction 464,845.9,845.9,Expense,Expense,Customer 58,Bank Transfer,26203
16-Dec-23,Accounts Payable,Transaction 465,224.54,224.54,Expense,Transfer,Customer 45,Cash,65109
17-Nov-23,Accounts Payable,Transaction 466,962.63,962.63,Liability,Transfer,Customer 74,Check,96590
23-Feb-23,Inventory,Transaction 467,128.32,128.32,Expense,Sale,Customer 17,Bank Transfer,42331
28-Jan-23,Inventory,Transaction 468,341.51,341.51,Liability,Purchase,Customer 71,Bank Transfer,23073
07-Apr-23,Accounts Payable,Transaction 469,498.41,498.41,Expense,Purchase,Customer 94,Credit Card,51622
04-Feb-23,Accounts Payable,Transaction 470,625.19,625.19,Expense,Sale,Customer 68,Bank Transfer,64139
04-Nov-23,Inventory,Transaction 471,772.64,772.64,Revenue,Purchase,Customer 69,Bank Transfer,91486
